Gene names,Gene names  (primary ),Status,Organism,Protein ID
SLC44A1 CD92 CDW92 CTL1,SLC44A1,reviewed,Homo sapiens (Human),Q8WWI5
,,unreviewed,Homo sapiens (Human),A0A494C116
HSPB11,HSPB11,unreviewed,Homo sapiens (Human),X6R7Y7
STXBP2,STXBP2,unreviewed,Homo sapiens (Human),M0R1A1
STX17,STX17,unreviewed,Homo sapiens (Human),E9PQU9
ALDH1L2,ALDH1L2,reviewed,Homo sapiens (Human),Q3SY69
COPS5,COPS5,unreviewed,Homo sapiens (Human),E5RK55
TRIP11,TRIP11,unreviewed,Homo sapiens (Human),H0YJI2
CDK14,CDK14,unreviewed,Homo sapiens (Human),C9IYJ9
GNPAT,GNPAT,unreviewed,Homo sapiens (Human),Q5TBH6
TRAPPC12 CGI-87,TRAPPC12,unreviewed,Homo sapiens (Human),Q53QD4
PRRC2C,PRRC2C,unreviewed,Homo sapiens (Human),A0A2R8Y424
CDC23,CDC23,unreviewed,Homo sapiens (Human),H0Y936
SUMF2,SUMF2,unreviewed,Homo sapiens (Human),F8WA42
NXF1,NXF1,unreviewed,Homo sapiens (Human),B4E227
HMGN1,HMGN1,unreviewed,Homo sapiens (Human),A6NEL0
HNRNPM,HNRNPM,unreviewed,Homo sapiens (Human),M0R0N3
RPRD1B,RPRD1B,unreviewed,Homo sapiens (Human),A0A087X2D2
ANKFY1,ANKFY1,unreviewed,Homo sapiens (Human),I3L3P8
PSMB5,PSMB5,unreviewed,Homo sapiens (Human),G8JLC2
CHM REP1 TCD,CHM,reviewed,Homo sapiens (Human),P24386
CDC37,CDC37,unreviewed,Homo sapiens (Human),K7EJ06
COMMD4,COMMD4,reviewed,Homo sapiens (Human),Q9H0A8
DNAJC1 HTJ1,DNAJC1,reviewed,Homo sapiens (Human),Q96KC8
PSMD11,PSMD11,unreviewed,Homo sapiens (Human),J3QS13
GORASP2,GORASP2,unreviewed,Homo sapiens (Human),F8WF79
OXCT1 OXCT SCOT,OXCT1,reviewed,Homo sapiens (Human),P55809
ALG1,ALG1,unreviewed,Homo sapiens (Human),K7EPU3
RAPGEF2,RAPGEF2,unreviewed,Homo sapiens (Human),A0A2R8YGD3
PHGDH,PHGDH,unreviewed,Homo sapiens (Human),A0A286YFF3
PUM3,PUM3,unreviewed,Homo sapiens (Human),S4R3K8
SH3PXD2B FAD49 KIAA1295 TKS4,SH3PXD2B,reviewed,Homo sapiens (Human),A1X283
STEAP1 PRSS24 STEAP,STEAP1,reviewed,Homo sapiens (Human),Q9UHE8
HMOX2 HO2,HMOX2,reviewed,Homo sapiens (Human),P30519
HLA-A,HLA-A,unreviewed,Homo sapiens (Human),A0A140T955
HSPBP1 HSPBP PP1845,HSPBP1,reviewed,Homo sapiens (Human),Q9NZL4
C2CD5 CDP138 KIAA0528,C2CD5,reviewed,Homo sapiens (Human),Q86YS7
VPS29 DC15 DC7 MDS007,VPS29,reviewed,Homo sapiens (Human),Q9UBQ0
HBS1L,HBS1L,unreviewed,Homo sapiens (Human),E9PHZ9
IGHV5-51,IGHV5-51,reviewed,Homo sapiens (Human),A0A0C4DH38
PYCR1,PYCR1,unreviewed,Homo sapiens (Human),J3QR88
PPIH,PPIH,unreviewed,Homo sapiens (Human),H0YEL5
RPL38,RPL38,unreviewed,Homo sapiens (Human),J3QL01
PTBP1,PTBP1,unreviewed,Homo sapiens (Human),A0A0U1RRM4
IDH3A,IDH3A,unreviewed,Homo sapiens (Human),H0YMU3
MOCOS,MOCOS,reviewed,Homo sapiens (Human),Q96EN8
USP32,USP32,unreviewed,Homo sapiens (Human),K7EKK3
HSPA9,HSPA9,unreviewed,Homo sapiens (Human),D6RCD7
DDX39A,DDX39A,unreviewed,Homo sapiens (Human),K7EL56
ARGLU1,ARGLU1,reviewed,Homo sapiens (Human),Q9NWB6
PKN1,PKN1,unreviewed,Homo sapiens (Human),K7EL10
RABGGTA,RABGGTA,unreviewed,Homo sapiens (Human),H0YMG5
CLPP,CLPP,unreviewed,Homo sapiens (Human),A0A2R8YEF5
TBCE,TBCE,unreviewed,Homo sapiens (Human),A0A2R8YE82
ASAH1,ASAH1,unreviewed,Homo sapiens (Human),A0A1B0GVJ1
HSPG2,HSPG2,unreviewed,Homo sapiens (Human),A0A3B3IT11
VPS45,VPS45,unreviewed,Homo sapiens (Human),A0A2R8YE10
CRYAB,CRYAB,unreviewed,Homo sapiens (Human),E9PRA8
SUN2 FRIGG KIAA0668 RAB5IP UNC84B,SUN2,reviewed,Homo sapiens (Human),Q9UH99
PRPSAP2,PRPSAP2,reviewed,Homo sapiens (Human),O60256
RBM5 H37 LUCA15,RBM5,reviewed,Homo sapiens (Human),P52756
LOXHD1 hCG_2036838,LOXHD1,unreviewed,Homo sapiens (Human),J3QKX9
MECP2,MECP2,unreviewed,Homo sapiens (Human),C9JH89
BMI1,BMI1,unreviewed,Homo sapiens (Human),Q5T8Z6
VASP,VASP,unreviewed,Homo sapiens (Human),K7ENL7
MPDU1,MPDU1,reviewed,Homo sapiens (Human),O75352
ACTL6A,ACTL6A,unreviewed,Homo sapiens (Human),C9JQT2
SEPTIN10 SEPT10 hCG_27895,SEPTIN10,unreviewed,Homo sapiens (Human),B5ME97
DOCK7,DOCK7,unreviewed,Homo sapiens (Human),A0A1B0GVW2
CCDC25,CCDC25,unreviewed,Homo sapiens (Human),B7Z2L8
PSEN1,PSEN1,unreviewed,Homo sapiens (Human),G3V3Z0
UBE2G1,UBE2G1,unreviewed,Homo sapiens (Human),I3L2H7
MTHFD1,MTHFD1,unreviewed,Homo sapiens (Human),V9GZ78
ALDH3B1,ALDH3B1,unreviewed,Homo sapiens (Human),A0A087X192
CTH,CTH,reviewed,Homo sapiens (Human),P32929
RBM39,RBM39,unreviewed,Homo sapiens (Human),A0A0U1RQW2
RPL30,RPL30,unreviewed,Homo sapiens (Human),E5RJH3
PPP2R5D,PPP2R5D,unreviewed,Homo sapiens (Human),H0Y8C4
PDCD6,PDCD6,unreviewed,Homo sapiens (Human),D6RA21
NUP88,NUP88,unreviewed,Homo sapiens (Human),I3L4K7
SUCLA2,SUCLA2,unreviewed,Homo sapiens (Human),A0A2R8Y6E6
SP100,SP100,unreviewed,Homo sapiens (Human),E9PHV6
PLEKHF1 APPD LAPF ZFYVE15,PLEKHF1,reviewed,Homo sapiens (Human),Q96S99
CD46 MCP MIC10,CD46,reviewed,Homo sapiens (Human),P15529
PLCG1,PLCG1,unreviewed,Homo sapiens (Human),V9GY71
CLASP2,CLASP2,unreviewed,Homo sapiens (Human),C9J668
MAN1A2,MAN1A2,unreviewed,Homo sapiens (Human),H0Y7H1
BCS1L,BCS1L,unreviewed,Homo sapiens (Human),H7BZF6
MRPL27,MRPL27,unreviewed,Homo sapiens (Human),H7C5U8
ATG7,ATG7,unreviewed,Homo sapiens (Human),C9JKA3
HDAC7,HDAC7,unreviewed,Homo sapiens (Human),C9JBC2
SEC24C KIAA0079,SEC24C,reviewed,Homo sapiens (Human),P53992
AKAP9,AKAP9,unreviewed,Homo sapiens (Human),A0A2R8Y590
NAV1 KIAA1151 KIAA1213 POMFIL3 STEERIN1,NAV1,reviewed,Homo sapiens (Human),Q8NEY1
COX6A1 COX6AL,COX6A1,reviewed,Homo sapiens (Human),P12074
TRAP1 hCG_16634,TRAP1,unreviewed,Homo sapiens (Human),I3L0K7
ITCH,ITCH,unreviewed,Homo sapiens (Human),A0A590UK44
ANK2,ANK2,unreviewed,Homo sapiens (Human),A0A5F9ZI81
PHLDB2,PHLDB2,unreviewed,Homo sapiens (Human),E9PFQ4
RRAS,RRAS,reviewed,Homo sapiens (Human),P10301
UBA2,UBA2,unreviewed,Homo sapiens (Human),K7ES38
ACAT1,ACAT1,unreviewed,Homo sapiens (Human),A0A5F9ZHL7
ABHD12,ABHD12,unreviewed,Homo sapiens (Human),A0A5F9ZH71
NPM1,NPM1,unreviewed,Homo sapiens (Human),E5RGW4
PLOD2,PLOD2,unreviewed,Homo sapiens (Human),C9JXZ0
TTC9C,TTC9C,unreviewed,Homo sapiens (Human),E7EST3
SMCO4,SMCO4,unreviewed,Homo sapiens (Human),E9PQ76
PLAA PLAP,PLAA,reviewed,Homo sapiens (Human),Q9Y263
KCNMA1,KCNMA1,unreviewed,Homo sapiens (Human),J3KQ16
TACC1,TACC1,unreviewed,Homo sapiens (Human),R4GMT7
PES1,PES1,unreviewed,Homo sapiens (Human),B5MCF9
P3H1,P3H1,unreviewed,Homo sapiens (Human),H7C2W6
SGCE,SGCE,unreviewed,Homo sapiens (Human),A0A2R8Y448
CNOT1,CNOT1,unreviewed,Homo sapiens (Human),H3BR89
ATP5PB ATP5F1,ATP5PB,reviewed,Homo sapiens (Human),P24539
HSPA14 HSP60 HSP70L1,HSPA14,reviewed,Homo sapiens (Human),Q0VDF9
SDCBP,SDCBP,unreviewed,Homo sapiens (Human),B4DHN5
MRPS27 hCG_37853,MRPS27,unreviewed,Homo sapiens (Human),G5EA06
STX10 SYN10,STX10,reviewed,Homo sapiens (Human),O60499
PICALM,PICALM,unreviewed,Homo sapiens (Human),E9PI56
THOC5,THOC5,unreviewed,Homo sapiens (Human),H7C072
ANK2,ANK2,unreviewed,Homo sapiens (Human),H0Y8Y2
DNMT1 AIM CXXC9 DNMT,DNMT1,reviewed,Homo sapiens (Human),P26358
TOM1L1 hCG_32771,TOM1L1,unreviewed,Homo sapiens (Human),J3KQU4
LRPPRC LRP130,LRPPRC,reviewed,Homo sapiens (Human),P42704
OAS3 P/OKcl.4,OAS3,reviewed,Homo sapiens (Human),Q9Y6K5
NCOR2,NCOR2,unreviewed,Homo sapiens (Human),C9JNV9
SNRPN,SNRPN,unreviewed,Homo sapiens (Human),J3KRY3
WDFY1 FENS1 KIAA1435 WDF1 ZFYVE17,WDFY1,reviewed,Homo sapiens (Human),Q8IWB7
RAB2B,RAB2B,reviewed,Homo sapiens (Human),Q8WUD1
PSMD7 MOV34L,PSMD7,reviewed,Homo sapiens (Human),P51665
ABI2,ABI2,unreviewed,Homo sapiens (Human),H0Y6B5
AASDHPPT,AASDHPPT,unreviewed,Homo sapiens (Human),E9PLW6
,,unreviewed,Homo sapiens (Human),M0QYV0
CPPED1 CSTP1,CPPED1,reviewed,Homo sapiens (Human),Q9BRF8
MOCS3 UBA4,MOCS3,reviewed,Homo sapiens (Human),O95396
KIF13B,KIF13B,unreviewed,Homo sapiens (Human),F2Z2F9
SUMF2,SUMF2,unreviewed,Homo sapiens (Human),F8WEV7
KTN1,KTN1,unreviewed,Homo sapiens (Human),H0YJV5
SLIRP,SLIRP,unreviewed,Homo sapiens (Human),H0YJ07
ARMC8,ARMC8,unreviewed,Homo sapiens (Human),C9JAA7
MBNL1,MBNL1,unreviewed,Homo sapiens (Human),A0A0A0MQX8
TACC1,TACC1,unreviewed,Homo sapiens (Human),E5RJG6
ANKLE2 KIAA0692 LEM4,ANKLE2,reviewed,Homo sapiens (Human),Q86XL3
MICALL1,MICALL1,unreviewed,Homo sapiens (Human),H0Y6J8
CDC27 ANAPC3 D0S1430E D17S978E,CDC27,reviewed,Homo sapiens (Human),P30260
SPATA20,SPATA20,unreviewed,Homo sapiens (Human),D6R947
ME2,ME2,unreviewed,Homo sapiens (Human),A0A1W2PQH4
MVB12A,MVB12A,unreviewed,Homo sapiens (Human),E9PJW8
SCLY,SCLY,unreviewed,Homo sapiens (Human),H7C3V9
ABCB7 ABC7,ABCB7,reviewed,Homo sapiens (Human),O75027
G3BP1,G3BP1,unreviewed,Homo sapiens (Human),E5RIF8
MPRIP,MPRIP,unreviewed,Homo sapiens (Human),A0A494BZV2
CSE1L CAS XPO2,CSE1L,reviewed,Homo sapiens (Human),P55060
STAU2,STAU2,unreviewed,Homo sapiens (Human),E5RGQ5
ZFP91-CNTF,ZFP91-CNTF,unreviewed,Homo sapiens (Human),H3BTR0
DLGAP4 DAP4 KIAA0964 SAPAP4,DLGAP4,reviewed,Homo sapiens (Human),Q9Y2H0
CDKN2AIP,CDKN2AIP,unreviewed,Homo sapiens (Human),J3KNE1
HTRA2,HTRA2,unreviewed,Homo sapiens (Human),A0A0C4DG44
HDAC2,HDAC2,unreviewed,Homo sapiens (Human),E5RGV4
BCKDK,BCKDK,reviewed,Homo sapiens (Human),O14874
KATNA1,KATNA1,unreviewed,Homo sapiens (Human),B7ZBC9
ARCN1,ARCN1,unreviewed,Homo sapiens (Human),Q6P1Q5
CEP97,CEP97,unreviewed,Homo sapiens (Human),E9PG22
ANO10,ANO10,unreviewed,Homo sapiens (Human),C9IZD0
NMRAL1,NMRAL1,unreviewed,Homo sapiens (Human),I3L0Y6
SMAD4,SMAD4,unreviewed,Homo sapiens (Human),K7EL18
PHYH,PHYH,unreviewed,Homo sapiens (Human),C9IYS5
VAV2,VAV2,reviewed,Homo sapiens (Human),P52735
MLLT1 ENL LTG19 YEATS1,MLLT1,reviewed,Homo sapiens (Human),Q03111
ATP2C1,ATP2C1,unreviewed,Homo sapiens (Human),D6RHV9
ELMO2,ELMO2,unreviewed,Homo sapiens (Human),Q5JW01
BCAP31,BCAP31,unreviewed,Homo sapiens (Human),C9JM14
NAT1,NAT1,unreviewed,Homo sapiens (Human),F5H5R8
PPA2,PPA2,unreviewed,Homo sapiens (Human),A0A0C4DGB9
ERGIC2 ERV41 PTX1 CDA14,ERGIC2,reviewed,Homo sapiens (Human),Q96RQ1
LARP4,LARP4,unreviewed,Homo sapiens (Human),F8VY40
YTHDC2,YTHDC2,unreviewed,Homo sapiens (Human),D6RA70
PRPF31,PRPF31,unreviewed,Homo sapiens (Human),E7ESX0
PRCP,PRCP,unreviewed,Homo sapiens (Human),E9PKN6
STX1A,STX1A,unreviewed,Homo sapiens (Human),A8MZ54
,,unreviewed,Homo sapiens (Human),A0A1B0GW73
THOC2,THOC2,unreviewed,Homo sapiens (Human),A0A0C4DG98
PIK3R2,PIK3R2,unreviewed,Homo sapiens (Human),V9GYJ4
UBE2E3,UBE2E3,unreviewed,Homo sapiens (Human),R4GN77
PEX11B,PEX11B,unreviewed,Homo sapiens (Human),H7C3V6
ELAC2,ELAC2,unreviewed,Homo sapiens (Human),H7C2I4
RO60,RO60,unreviewed,Homo sapiens (Human),D6RE09
CPXM2 CPX2 UNQ676/PRO1310,CPXM2,reviewed,Homo sapiens (Human),Q8N436
WLS,WLS,unreviewed,Homo sapiens (Human),E9PQK1
COX7A2L,COX7A2L,unreviewed,Homo sapiens (Human),E5RFH8
JMJD6,JMJD6,unreviewed,Homo sapiens (Human),B2WTI4
CCDC134,CCDC134,unreviewed,Homo sapiens (Human),B0QY51
ERG28 C14orf1 AD-011 HSPC288 x0006,ERG28,reviewed,Homo sapiens (Human),Q9UKR5
PTPN12,PTPN12,unreviewed,Homo sapiens (Human),H3BM04
NOLC1,NOLC1,unreviewed,Homo sapiens (Human),S4R402
NEDD4L,NEDD4L,unreviewed,Homo sapiens (Human),K7EKL1
SLC25A22,SLC25A22,unreviewed,Homo sapiens (Human),A0A0D9SFE1
TSC2,TSC2,unreviewed,Homo sapiens (Human),H3BQK4
NFKB1,NFKB1,unreviewed,Homo sapiens (Human),D6RF93
GLT8D1,GLT8D1,unreviewed,Homo sapiens (Human),C9JNB0
MAP3K4,MAP3K4,unreviewed,Homo sapiens (Human),F5H1X6
TAOK3,TAOK3,unreviewed,Homo sapiens (Human),F5H5C7
RSF1,RSF1,unreviewed,Homo sapiens (Human),H0YDG9
RPS3A,RPS3A,unreviewed,Homo sapiens (Human),D6RI02
CC2D1A AKI1,CC2D1A,reviewed,Homo sapiens (Human),Q6P1N0
ASAH1,ASAH1,unreviewed,Homo sapiens (Human),A0A1B0GUW4
GSS,GSS,unreviewed,Homo sapiens (Human),A0A2R8Y5T7
MAPKAP1,MAPKAP1,unreviewed,Homo sapiens (Human),E9PGB8
STX8,STX8,unreviewed,Homo sapiens (Human),K7EQB1
PTMA,PTMA,unreviewed,Homo sapiens (Human),H7C2N1
DBT BCATE2,DBT,reviewed,Homo sapiens (Human),P11182
DLG2,DLG2,unreviewed,Homo sapiens (Human),A8MUT9
SORBS2,SORBS2,unreviewed,Homo sapiens (Human),C9JL62
TVP23B,TVP23B,unreviewed,Homo sapiens (Human),J3KS67
IK,IK,unreviewed,Homo sapiens (Human),D6REL4
GPI,GPI,unreviewed,Homo sapiens (Human),A0A0J9YXM3
HAT1,HAT1,unreviewed,Homo sapiens (Human),F8WEW1
SAMHD1,SAMHD1,unreviewed,Homo sapiens (Human),A0A2R8YDI8
SNX5,SNX5,unreviewed,Homo sapiens (Human),Q5QPE4
IK,IK,unreviewed,Homo sapiens (Human),D6RCQ4
REEP4 C8orf20 PP432,REEP4,reviewed,Homo sapiens (Human),Q9H6H4
MCTS2P,MCTS2P,unreviewed,Homo sapiens (Human),A0A3B3IRV3
DAP3,DAP3,unreviewed,Homo sapiens (Human),V9GYW1
DNAJC19 TIM14 TIMM14,DNAJC19,reviewed,Homo sapiens (Human),Q96DA6
RIT1,RIT1,unreviewed,Homo sapiens (Human),A0A494C0S1
MTREX,MTREX,unreviewed,Homo sapiens (Human),H0Y8U3
RFC4,RFC4,unreviewed,Homo sapiens (Human),C9JGY5
P3H4 LEPREL4 NOL55 SC65,P3H4,reviewed,Homo sapiens (Human),Q92791
B3GALT6,B3GALT6,reviewed,Homo sapiens (Human),Q96L58
PCCA,PCCA,unreviewed,Homo sapiens (Human),Q5JTW6
VRK1,VRK1,unreviewed,Homo sapiens (Human),H0YJJ9
AHNAK,AHNAK,unreviewed,Homo sapiens (Human),E9PQE3
CNN3,CNN3,reviewed,Homo sapiens (Human),Q15417
WASH3P FAM39DP,WASH3P,reviewed,Homo sapiens (Human),C4AMC7
STARD3NL MENTHO UNQ855/PRO1864,STARD3NL,reviewed,Homo sapiens (Human),O95772
NF1,NF1,reviewed,Homo sapiens (Human),P21359
G3BP2,G3BP2,unreviewed,Homo sapiens (Human),D6REX8
G3BP2,G3BP2,unreviewed,Homo sapiens (Human),D6RBM9
G3BP2,G3BP2,unreviewed,Homo sapiens (Human),D6RAC7
TSPAN4 NAG2 TM4SF7,TSPAN4,reviewed,Homo sapiens (Human),O14817
KPNA6,KPNA6,unreviewed,Homo sapiens (Human),S4R3E5
ACYP2 ACYP,ACYP2,reviewed,Homo sapiens (Human),P14621
RPL13A,RPL13A,unreviewed,Homo sapiens (Human),A0A096LPE0
CDC42,CDC42,unreviewed,Homo sapiens (Human),A0A590UJK8
APOO FAM121B MIC23 MIC26 My025 UNQ1866/PRO4302,APOO,reviewed,Homo sapiens (Human),Q9BUR5
UBE3A,UBE3A,unreviewed,Homo sapiens (Human),S4R306
PDZRN3,PDZRN3,unreviewed,Homo sapiens (Human),B7ZAG0
DNTTIP2 ERBP TDIF2,DNTTIP2,reviewed,Homo sapiens (Human),Q5QJE6
GNB3,GNB3,unreviewed,Homo sapiens (Human),F5H100
NPTN,NPTN,unreviewed,Homo sapiens (Human),H3BU51
DNAJC2,DNAJC2,unreviewed,Homo sapiens (Human),C9IZ83
CSNK1A1 hCG_201512,CSNK1A1,unreviewed,Homo sapiens (Human),A0A5F9W493
NSFL1C,NSFL1C,unreviewed,Homo sapiens (Human),G3V4V8
IMMT,IMMT,unreviewed,Homo sapiens (Human),D6RAW4
F2,F2,unreviewed,Homo sapiens (Human),C9JV37
ADSL,ADSL,unreviewed,Homo sapiens (Human),A0A096LP92
TPM4,TPM4,unreviewed,Homo sapiens (Human),A0A2R8YE05
TGFBI,TGFBI,unreviewed,Homo sapiens (Human),D6RBX4
HLA-G HLA-G2.2,HLA-G,unreviewed,Homo sapiens (Human),Q31611
RTCA RPC RPC1 RTC1 RTCD1,RTCA,reviewed,Homo sapiens (Human),O00442
ABRAXAS2 ABRO1 FAM175B KIAA0157,ABRAXAS2,reviewed,Homo sapiens (Human),Q15018
GALNT15 GALNTL2 UNQ770/PRO1564,GALNT15,reviewed,Homo sapiens (Human),Q8N3T1
AIFM1 AIF PDCD8,AIFM1,reviewed,Homo sapiens (Human),O95831
UBE2E3,UBE2E3,unreviewed,Homo sapiens (Human),A0A1B0GX65
SERPINB8 PI8,SERPINB8,reviewed,Homo sapiens (Human),P50452
ANK2,ANK2,unreviewed,Homo sapiens (Human),A0A5F9ZHR2
OSGEP,OSGEP,unreviewed,Homo sapiens (Human),G3V445
TCF25,TCF25,unreviewed,Homo sapiens (Human),H3BTU3
RECQL,RECQL,unreviewed,Homo sapiens (Human),F5GYB7
FMR1,FMR1,unreviewed,Homo sapiens (Human),A0A087WXI3
CELF1,CELF1,unreviewed,Homo sapiens (Human),F5H4Y5
TRIO,TRIO,unreviewed,Homo sapiens (Human),E7EPJ7
MOB3A,MOB3A,unreviewed,Homo sapiens (Human),K7ESA9
TPCN1,TPCN1,unreviewed,Homo sapiens (Human),F8W1L6
UQCRC2 hCG_18625,UQCRC2,unreviewed,Homo sapiens (Human),H3BUI9
BCLAF1,BCLAF1,unreviewed,Homo sapiens (Human),E9PQN2
CASP6,CASP6,unreviewed,Homo sapiens (Human),D6RHU3
SEC31A KIAA0905 SEC31L1 HSPC275 HSPC334,SEC31A,reviewed,Homo sapiens (Human),O94979
TSC1,TSC1,unreviewed,Homo sapiens (Human),A0A2R8Y5F8
MNAT1,MNAT1,unreviewed,Homo sapiens (Human),H0YJ92
ALDOA,ALDOA,unreviewed,Homo sapiens (Human),H3BR68
PXK,PXK,unreviewed,Homo sapiens (Human),F8WDF7
DYNLRB1,DYNLRB1,unreviewed,Homo sapiens (Human),B1AKR6
RDH11,RDH11,unreviewed,Homo sapiens (Human),G3V2G6
API5,API5,unreviewed,Homo sapiens (Human),H0YER7
GIT1,GIT1,reviewed,Homo sapiens (Human),Q9Y2X7
TCEA1,TCEA1,unreviewed,Homo sapiens (Human),E5RIS7
DCAF8,DCAF8,unreviewed,Homo sapiens (Human),Q5TAQ7
PRCP,PRCP,unreviewed,Homo sapiens (Human),E9PL49
ARFGEF1 ARFGEP1 BIG1,ARFGEF1,reviewed,Homo sapiens (Human),Q9Y6D6
PPIG,PPIG,reviewed,Homo sapiens (Human),Q13427
RMC1,RMC1,unreviewed,Homo sapiens (Human),A0A087WZD4
PNP,PNP,unreviewed,Homo sapiens (Human),G3V2H3
ALDH7A1,ALDH7A1,unreviewed,Homo sapiens (Human),A0A0J9YWM6
GATB,GATB,unreviewed,Homo sapiens (Human),D6RDU9
STXBP1,STXBP1,unreviewed,Homo sapiens (Human),A0A1B0GVV9
GLB1,GLB1,unreviewed,Homo sapiens (Human),C9J539
NUP43,NUP43,unreviewed,Homo sapiens (Human),F5H0E3
CSNK1D HCKID,CSNK1D,reviewed,Homo sapiens (Human),P48730
HEXA,HEXA,unreviewed,Homo sapiens (Human),H3BU85
CHORDC1,CHORDC1,unreviewed,Homo sapiens (Human),E9PIF7
CHMP6 VPS20,CHMP6,reviewed,Homo sapiens (Human),Q96FZ7
GGPS1,GGPS1,reviewed,Homo sapiens (Human),O95749
UTRN,UTRN,unreviewed,Homo sapiens (Human),Q5SYY2
RPS6KA3,RPS6KA3,unreviewed,Homo sapiens (Human),B1AXG2
UBR1,UBR1,unreviewed,Homo sapiens (Human),H3BS20
HEATR6,HEATR6,unreviewed,Homo sapiens (Human),K7ESP5
CCDC93,CCDC93,unreviewed,Homo sapiens (Human),F8W9X7
KHDRBS1 SAM68,KHDRBS1,reviewed,Homo sapiens (Human),Q07666
VKORC1L1,VKORC1L1,reviewed,Homo sapiens (Human),Q8N0U8
HMGXB4,HMGXB4,unreviewed,Homo sapiens (Human),B0QXZ9
SF3B1,SF3B1,unreviewed,Homo sapiens (Human),F8WC19
MESD,MESD,unreviewed,Homo sapiens (Human),H0YLI4
UBE2Z,UBE2Z,unreviewed,Homo sapiens (Human),I3L286
PICALM,PICALM,unreviewed,Homo sapiens (Human),E9PK13
SLC1A5 ASCT2 M7V1 RDR RDRC,SLC1A5,reviewed,Homo sapiens (Human),Q15758
CPSF6,CPSF6,unreviewed,Homo sapiens (Human),F8W084
SF3B3,SF3B3,unreviewed,Homo sapiens (Human),H3BMB0
FHL2,FHL2,unreviewed,Homo sapiens (Human),C9J3S8
PHC2 EDR2 PH2,PHC2,reviewed,Homo sapiens (Human),Q8IXK0
ECHDC1,ECHDC1,unreviewed,Homo sapiens (Human),J3KP84
HNRNPA1L3 HNRNPA1P48,HNRNPA1L3,reviewed,Homo sapiens (Human),A0A2R8Y4L2
RAI14,RAI14,unreviewed,Homo sapiens (Human),D6RE17
TXNRD1,TXNRD1,unreviewed,Homo sapiens (Human),E9PIZ5
NUP35,NUP35,unreviewed,Homo sapiens (Human),F8WEL4
RBCK1,RBCK1,unreviewed,Homo sapiens (Human),A6PVJ6
STON1 SALF SBLF STN1,STON1,reviewed,Homo sapiens (Human),Q9Y6Q2
NCALD,NCALD,reviewed,Homo sapiens (Human),P61601
TXNRD2,TXNRD2,unreviewed,Homo sapiens (Human),A0A096LPB7
TBCC,TBCC,reviewed,Homo sapiens (Human),Q15814
PPIE,PPIE,unreviewed,Homo sapiens (Human),E9PK21
DOCK9,DOCK9,unreviewed,Homo sapiens (Human),A0A0D9SFH5
MTAP,MTAP,unreviewed,Homo sapiens (Human),A0A2R8Y4K0
MTPAP,MTPAP,unreviewed,Homo sapiens (Human),Q5T851
CAPNS1,CAPNS1,unreviewed,Homo sapiens (Human),K7EMQ1
SYNJ2,SYNJ2,unreviewed,Homo sapiens (Human),E7ER60
SLC25A22 GC1,SLC25A22,reviewed,Homo sapiens (Human),Q9H936
ETFB FP585,ETFB,reviewed,Homo sapiens (Human),P38117
PHLDA1,PHLDA1,unreviewed,Homo sapiens (Human),R4GND3
RBM42,RBM42,reviewed,Homo sapiens (Human),Q9BTD8
MIA2 CTAGE5 MEA11 MEA6 MGEA11 MGEA6,MIA2,reviewed,Homo sapiens (Human),Q96PC5
NUMBL,NUMBL,reviewed,Homo sapiens (Human),Q9Y6R0
PSMB10,PSMB10,unreviewed,Homo sapiens (Human),J3QQN1
SCLY,SCLY,unreviewed,Homo sapiens (Human),C9JNL5
ARPIN,ARPIN,unreviewed,Homo sapiens (Human),H0YL03
PRMT1,PRMT1,unreviewed,Homo sapiens (Human),E9PIX6
EDC3,EDC3,unreviewed,Homo sapiens (Human),H3BU87
GAPVD1,GAPVD1,unreviewed,Homo sapiens (Human),B4DGD8
CLN3,CLN3,unreviewed,Homo sapiens (Human),H3BR00
MPHOSPH6 MPP6,MPHOSPH6,reviewed,Homo sapiens (Human),Q99547
BTF3L4,BTF3L4,reviewed,Homo sapiens (Human),Q96K17
SENP3 SSP3 SUSP3,SENP3,reviewed,Homo sapiens (Human),Q9H4L4
NDUFA2,NDUFA2,reviewed,Homo sapiens (Human),O43678
NASP,NASP,unreviewed,Homo sapiens (Human),Q5T624
ABI2,ABI2,unreviewed,Homo sapiens (Human),E7EUA1
SMC1A,SMC1A,unreviewed,Homo sapiens (Human),G8JLG1
TSSC4,TSSC4,unreviewed,Homo sapiens (Human),A6NCC9
PDXDC1,PDXDC1,unreviewed,Homo sapiens (Human),H3BQ54
INTS1 KIAA1440 UNQ1821/PRO3434,INTS1,reviewed,Homo sapiens (Human),Q8N201
PGM3,PGM3,unreviewed,Homo sapiens (Human),D6RC77
AAR2,AAR2,unreviewed,Homo sapiens (Human),A2A2Q9
SGCE,SGCE,unreviewed,Homo sapiens (Human),A0A2R8YE48
CPS1,CPS1,unreviewed,Homo sapiens (Human),Q5R211
KRI1,KRI1,unreviewed,Homo sapiens (Human),H0YFD2
NUP43,NUP43,reviewed,Homo sapiens (Human),Q8NFH3
CTNNA1,CTNNA1,unreviewed,Homo sapiens (Human),E5RFG3
GMPR2,GMPR2,unreviewed,Homo sapiens (Human),H0YNH0
ALDH7A1,ALDH7A1,unreviewed,Homo sapiens (Human),F8VVF2
