Gene names,Gene names  (primary ),Status,Organism,Protein ID
SNX29;RUNDC2A,SNX29,reviewed,Homo sapiens (Human),Q8TEQ0
RPAP3,RPAP3,reviewed,Homo sapiens (Human),Q9H6T3
CNDP2,CNDP2,unreviewed,Homo sapiens (Human),J3QRH4
GPN1;MBDIN;RPAP4;XAB1;HUSSY-23,GPN1,reviewed,Homo sapiens (Human),Q9HCN4
RNF20;BRE1A,RNF20,reviewed,Homo sapiens (Human),Q5VTR2
CHCHD2P9;C9orf49;CHCHD9,CHCHD2P9,reviewed,Homo sapiens (Human),Q5T1J5
RPS15,RPS15,unreviewed,Homo sapiens (Human),K7ELC2
CLTA,CLTA,reviewed,Homo sapiens (Human),P09496
ME2,ME2,unreviewed,Homo sapiens (Human),A0A1W2PQF8
ATP5MK;ATP5MD;DAPIT;HCVFTP2;USMG5;PD04912,ATP5MK,reviewed,Homo sapiens (Human),Q96IX5
PRRC2C,PRRC2C,unreviewed,Homo sapiens (Human),A0A0A0MS30
PEX3,PEX3,reviewed,Homo sapiens (Human),P56589
ACSL1,ACSL1,unreviewed,Homo sapiens (Human),B7Z3Z9
EEF1D,EEF1D,unreviewed,Homo sapiens (Human),A0A0J9YXU2
LAPTM4A;KIAA0108;LAPTM4;MBNT;MTRP;UNQ1846/PRO3574,LAPTM4A,reviewed,Homo sapiens (Human),Q15012
CLINT1,CLINT1,unreviewed,Homo sapiens (Human),H0YDU9
PPM1F;hCG_26717,PPM1F,unreviewed,Homo sapiens (Human),B5MCT7
SCRN3,SCRN3,unreviewed,Homo sapiens (Human),C9JNS3
FSCN1,FSCN1,unreviewed,Homo sapiens (Human),C9JPH9
VPS33A,VPS33A,unreviewed,Homo sapiens (Human),A0A2R8Y5U3
AP2B1,AP2B1,unreviewed,Homo sapiens (Human),K7ERB2
CLN3,CLN3,unreviewed,Homo sapiens (Human),A0A1B0GV71
BAG6,BAG6,unreviewed,Homo sapiens (Human),F6UR09
SFT2D2,SFT2D2,unreviewed,Homo sapiens (Human),Q5TIH2
P3H1;GROS1;LEPRE1;PSEC0109,P3H1,reviewed,Homo sapiens (Human),Q32P28
QPCTL,QPCTL,reviewed,Homo sapiens (Human),Q9NXS2
EIF3C,EIF3C,unreviewed,Homo sapiens (Human),H3BPE4
RNF40;BRE1B;KIAA0661,RNF40,reviewed,Homo sapiens (Human),O75150
UBE2Z,UBE2Z,unreviewed,Homo sapiens (Human),D6RB11
ESYT2;FAM62B;KIAA1228,ESYT2,reviewed,Homo sapiens (Human),A0FGR8
NME1,NME1,unreviewed,Homo sapiens (Human),C9K028
SCFD1,SCFD1,unreviewed,Homo sapiens (Human),G3V4I1
ASCC1,ASCC1,unreviewed,Homo sapiens (Human),A0A5K1VW55
KRAS,KRAS,unreviewed,Homo sapiens (Human),G3V4K2
TRMT1,TRMT1,unreviewed,Homo sapiens (Human),K7ENI9
NUP93,NUP93,unreviewed,Homo sapiens (Human),H3BPA9
AIMP2,AIMP2,unreviewed,Homo sapiens (Human),A8MU58
ARFGAP2,ARFGAP2,unreviewed,Homo sapiens (Human),E9PM18
CPPED1;CSTP1,CPPED1,reviewed,Homo sapiens (Human),Q9BRF8
NTMT1,NTMT1,unreviewed,Homo sapiens (Human),S4R338
EEF1B2,EEF1B2,unreviewed,Homo sapiens (Human),F2Z2G2
PTPRM,PTPRM,unreviewed,Homo sapiens (Human),J3KT55
ATP5PO,ATP5PO,unreviewed,Homo sapiens (Human),A0A494C0K9
RPL17,RPL17,reviewed,Homo sapiens (Human),P18621
RELCH,RELCH,unreviewed,Homo sapiens (Human),A0A2R8Y566
SRSF2;SFRS2,SRSF2,reviewed,Homo sapiens (Human),Q01130
SPNS1;SPIN1;PP20300,SPNS1,reviewed,Homo sapiens (Human),Q9H2V7
UBXN1,UBXN1,unreviewed,Homo sapiens (Human),E9PRQ7
PMFBP1,PMFBP1,unreviewed,Homo sapiens (Human),F5H4F8
TRAM1;TRAM,TRAM1,reviewed,Homo sapiens (Human),Q15629
ZNF622;ZPR9,ZNF622,reviewed,Homo sapiens (Human),Q969S3
TARS2;TARSL1,TARS2,reviewed,Homo sapiens (Human),Q9BW92
RACK1,RACK1,unreviewed,Homo sapiens (Human),E9PD14
TRIM26;RNF95;ZNF173,TRIM26,reviewed,Homo sapiens (Human),Q12899
CSNK1D;HCKID,CSNK1D,reviewed,Homo sapiens (Human),P48730
DYNC1LI2,DYNC1LI2,unreviewed,Homo sapiens (Human),B4E2E0
DCLK1,DCLK1,unreviewed,Homo sapiens (Human),Q5VZY9
APOB,APOB,unreviewed,Homo sapiens (Human),A8MUN2
NCALD,NCALD,unreviewed,Homo sapiens (Human),E5RI95
UBTF;UBF;UBF1,UBTF,reviewed,Homo sapiens (Human),P17480
VAT1,VAT1,unreviewed,Homo sapiens (Human),K7ERT7
TJP2;X104;ZO2,TJP2,reviewed,Homo sapiens (Human),Q9UDY2
CSNK1A1,CSNK1A1,unreviewed,Homo sapiens (Human),A0A590UJQ7
ATG7;APG7L,ATG7,reviewed,Homo sapiens (Human),O95352
APEX1,APEX1,unreviewed,Homo sapiens (Human),A0A0C4DGK8
PTK2,PTK2,unreviewed,Homo sapiens (Human),E5RG54
SYNE1,SYNE1,unreviewed,Homo sapiens (Human),F5H422
UBE2H,UBE2H,unreviewed,Homo sapiens (Human),C9JZY6
LCLAT1,LCLAT1,unreviewed,Homo sapiens (Human),C9J5S5
DCAF7;HAN11;WDR68,DCAF7,reviewed,Homo sapiens (Human),P61962
RPL18,RPL18,unreviewed,Homo sapiens (Human),H0YHA7
CS,CS,unreviewed,Homo sapiens (Human),B4DJV2
CCDC80;DRO1;URB;HBE245,CCDC80,reviewed,Homo sapiens (Human),Q76M96
ME2,ME2,reviewed,Homo sapiens (Human),P23368
MCCC2;hCG_37849,MCCC2,unreviewed,Homo sapiens (Human),D6R9R1
EIF3H,EIF3H,unreviewed,Homo sapiens (Human),E5RHC7
EXOC3L4;C14orf73,EXOC3L4,reviewed,Homo sapiens (Human),Q17RC7
CAPNS1,CAPNS1,unreviewed,Homo sapiens (Human),A0A075B7C0
GFM1;EFG;EFG1;GFM,GFM1,reviewed,Homo sapiens (Human),Q96RP9
GIT2,GIT2,unreviewed,Homo sapiens (Human),F8WAK2
IMPACT,IMPACT,unreviewed,Homo sapiens (Human),J3QQU0
SGSH,SGSH,unreviewed,Homo sapiens (Human),I3L2L4
MRPL28;MAAT1,MRPL28,reviewed,Homo sapiens (Human),Q13084
ZC3HAV1,ZC3HAV1,unreviewed,Homo sapiens (Human),C9J6P4
AEBP1,AEBP1,unreviewed,Homo sapiens (Human),H7C3D7
ASNS,ASNS,unreviewed,Homo sapiens (Human),F8WEJ5
GPX8,GPX8,unreviewed,Homo sapiens (Human),J3KNB5
NAGLU,NAGLU,unreviewed,Homo sapiens (Human),K7ENX5
PIK3R1,PIK3R1,unreviewed,Homo sapiens (Human),E5RHI0
ITGA1,ITGA1,unreviewed,Homo sapiens (Human),A0A494C0F7
SMARCA4,SMARCA4,unreviewed,Homo sapiens (Human),A0A2R8Y7R0
RBM25;RNPC7,RBM25,reviewed,Homo sapiens (Human),P49756
MRPL4;CDABP0091;CGI-28,MRPL4,reviewed,Homo sapiens (Human),Q9BYD3
TMEM167B,TMEM167B,unreviewed,Homo sapiens (Human),A0A494C0V7
RELA,RELA,unreviewed,Homo sapiens (Human),E9PKH5
EIF4A3;DDX48;KIAA0111,EIF4A3,reviewed,Homo sapiens (Human),P38919
EIF5B;IF2;KIAA0741,EIF5B,reviewed,Homo sapiens (Human),O60841
TFIP11,TFIP11,unreviewed,Homo sapiens (Human),F6SQZ1
EIF4B,EIF4B,unreviewed,Homo sapiens (Human),F8VRU1
PPP2R1A,PPP2R1A,unreviewed,Homo sapiens (Human),E9PH38
INTS9,INTS9,unreviewed,Homo sapiens (Human),H0YBK3
JPT1;ARM2;HN1,JPT1,reviewed,Homo sapiens (Human),Q9UK76
HMGB3;HMG2A;HMG4,HMGB3,reviewed,Homo sapiens (Human),O15347
MRPS7,MRPS7,unreviewed,Homo sapiens (Human),J3KSI8
RPS23,RPS23,unreviewed,Homo sapiens (Human),D6RIX0
SCAMP2,SCAMP2,unreviewed,Homo sapiens (Human),H3BV04
MPDU1,MPDU1,unreviewed,Homo sapiens (Human),I3L1D2
TXNRD1,TXNRD1,unreviewed,Homo sapiens (Human),F8W809
RPTOR;KIAA1303;RAPTOR,RPTOR,reviewed,Homo sapiens (Human),Q8N122
RPRD1A,RPRD1A,unreviewed,Homo sapiens (Human),K7EQR8
TSG101,TSG101,reviewed,Homo sapiens (Human),Q99816
LPCAT1,LPCAT1,unreviewed,Homo sapiens (Human),A0A0G2JQ62
WDR48;KIAA1449;UAF1,WDR48,reviewed,Homo sapiens (Human),Q8TAF3
LDAH,LDAH,unreviewed,Homo sapiens (Human),B5MCU4
LEMD2,LEMD2,unreviewed,Homo sapiens (Human),D6R958
TVP23C-CDRT4;TVP23C,TVP23C-CDRT4,unreviewed,Homo sapiens (Human),E5RGC5
VAT1,VAT1,unreviewed,Homo sapiens (Human),K7ER81
PIGG;GPI7;UNQ1930/PRO4405,PIGG,reviewed,Homo sapiens (Human),Q5H8A4
BST1,BST1,reviewed,Homo sapiens (Human),Q10588
BIN3,BIN3,reviewed,Homo sapiens (Human),Q9NQY0
WDR55;hCG_1782892,WDR55,unreviewed,Homo sapiens (Human),G3V1J0
CD151,CD151,unreviewed,Homo sapiens (Human),E9PSA1
CCS,CCS,unreviewed,Homo sapiens (Human),E9PP76
PLOD2,PLOD2,unreviewed,Homo sapiens (Human),F8WEW3
THOC5;C22orf19;KIAA0983,THOC5,reviewed,Homo sapiens (Human),Q13769
PDHA1,PDHA1,unreviewed,Homo sapiens (Human),Q5JPU0
PCK2,PCK2,unreviewed,Homo sapiens (Human),H0YMA5
EIF3E,EIF3E,unreviewed,Homo sapiens (Human),E5RII3
RAB27A,RAB27A,unreviewed,Homo sapiens (Human),H3BU81
NONO,NONO,unreviewed,Homo sapiens (Human),C9JJ13
GLTP,GLTP,unreviewed,Homo sapiens (Human),F5GZ49
ATP1B3,ATP1B3,unreviewed,Homo sapiens (Human),H7C547
SNX27;KIAA0488;My014,SNX27,reviewed,Homo sapiens (Human),Q96L92
CPNE3,CPNE3,unreviewed,Homo sapiens (Human),A0A087WYQ3
PA2G4,PA2G4,unreviewed,Homo sapiens (Human),F8VR77
BBS2,BBS2,reviewed,Homo sapiens (Human),Q9BXC9
ATP1B3,ATP1B3,unreviewed,Homo sapiens (Human),C9J6S2
RIC8A,RIC8A,unreviewed,Homo sapiens (Human),E9PLE5
EWSR1,EWSR1,unreviewed,Homo sapiens (Human),A0A0D9SFL3
RBBP7,RBBP7,unreviewed,Homo sapiens (Human),Q5JP01
TMEM175,TMEM175,reviewed,Homo sapiens (Human),Q9BSA9
PIP4K2A,PIP4K2A,unreviewed,Homo sapiens (Human),H7BXS3
PGM2L1;BM32A,PGM2L1,reviewed,Homo sapiens (Human),Q6PCE3
SEC62,SEC62,unreviewed,Homo sapiens (Human),F8WCJ7
PKN1,PKN1,unreviewed,Homo sapiens (Human),K7EL10
TPM2,TPM2,unreviewed,Homo sapiens (Human),Q5TCU3
SCFD1,SCFD1,unreviewed,Homo sapiens (Human),G3V2M8
CD59;MIC11;MIN1;MIN2;MIN3;MSK21,CD59,reviewed,Homo sapiens (Human),P13987
GRWD1;GRWD;KIAA1942;WDR28,GRWD1,reviewed,Homo sapiens (Human),Q9BQ67
SMG1,SMG1,unreviewed,Homo sapiens (Human),H3BQN7
MTHFR,MTHFR,unreviewed,Homo sapiens (Human),A0A286YF47
,,reviewed,Homo sapiens (Human),Q6ZSR9
TMEM115;PL6;LUCA11.2,TMEM115,reviewed,Homo sapiens (Human),Q12893
TWF1,TWF1,unreviewed,Homo sapiens (Human),F8VRG3
C4BPA,C4BPA,unreviewed,Homo sapiens (Human),A6PVY5
EIF4A1,EIF4A1,unreviewed,Homo sapiens (Human),J3KTB5
PALLD,PALLD,unreviewed,Homo sapiens (Human),F8WA26
ECE1,ECE1,unreviewed,Homo sapiens (Human),A0A3B3ISF9
SLC25A3;PHC;OK/SW-cl.48,SLC25A3,reviewed,Homo sapiens (Human),Q00325
DLG1,DLG1,unreviewed,Homo sapiens (Human),C9JUA9
THOC1,THOC1,unreviewed,Homo sapiens (Human),R4GMN4
GEMIN4,GEMIN4,reviewed,Homo sapiens (Human),P57678
USP7,USP7,unreviewed,Homo sapiens (Human),H3BND8
UFD1,UFD1,unreviewed,Homo sapiens (Human),C9IZG3
EXOSC10,EXOSC10,unreviewed,Homo sapiens (Human),K7EJ37
INTS9;RC74,INTS9,reviewed,Homo sapiens (Human),Q9NV88
SERPINH1,SERPINH1,unreviewed,Homo sapiens (Human),H0YEP8
RPL13A,RPL13A,unreviewed,Homo sapiens (Human),A0A096LPE0
CAPN1,CAPN1,unreviewed,Homo sapiens (Human),E9PRM1
MSH3,MSH3,unreviewed,Homo sapiens (Human),A0A590UJN8
SAP30BP;HCNGP;HTRG;HTRP,SAP30BP,reviewed,Homo sapiens (Human),Q9UHR5
YWHAE,YWHAE,reviewed,Homo sapiens (Human),P62258
GSTT1,GSTT1,reviewed,Homo sapiens (Human),P30711
STAT2,STAT2,unreviewed,Homo sapiens (Human),B4DHE0
TAPBP,TAPBP,unreviewed,Homo sapiens (Human),C9JA35
TGFBI;BIGH3,TGFBI,reviewed,Homo sapiens (Human),Q15582
LGALS8,LGALS8,unreviewed,Homo sapiens (Human),H7BXD8
POLDIP3,POLDIP3,unreviewed,Homo sapiens (Human),F8WEE2
DIMT1;DIMT1L;HUSSY-05,DIMT1,reviewed,Homo sapiens (Human),Q9UNQ2
DKC1,DKC1,unreviewed,Homo sapiens (Human),H7C0M1
ANXA6,ANXA6,unreviewed,Homo sapiens (Human),E5RK69
EEF1D,EEF1D,unreviewed,Homo sapiens (Human),E9PN91
PDE4DIP,PDE4DIP,unreviewed,Homo sapiens (Human),A0A087WX83
KCMF1;FIGC;ZZZ1,KCMF1,reviewed,Homo sapiens (Human),Q9P0J7
ARHGEF6;COOL2;KIAA0006;PIXA,ARHGEF6,reviewed,Homo sapiens (Human),Q15052
ABI2,ABI2,unreviewed,Homo sapiens (Human),E7EP65
ANK2,ANK2,unreviewed,Homo sapiens (Human),A0A5F9ZI46
PYGL,PYGL,unreviewed,Homo sapiens (Human),E9PK47
CIRBP,CIRBP,unreviewed,Homo sapiens (Human),K7EPM4
GALE,GALE,unreviewed,Homo sapiens (Human),Q5QPP1
SPON2,SPON2,unreviewed,Homo sapiens (Human),D6RA41
NDUFS8,NDUFS8,unreviewed,Homo sapiens (Human),E9PPW7
RAP2A,RAP2A,unreviewed,Homo sapiens (Human),F6U784
ARF1,ARF1,reviewed,Homo sapiens (Human),P84077
LMF1,LMF1,unreviewed,Homo sapiens (Human),B4DFZ0
NDUFB4,NDUFB4,reviewed,Homo sapiens (Human),O95168
ITCH,ITCH,unreviewed,Homo sapiens (Human),A0A590UJW8
RPRD2;KIAA0460;HSPC099,RPRD2,reviewed,Homo sapiens (Human),Q5VT52
FAHD1;C16orf36;YISKL,FAHD1,reviewed,Homo sapiens (Human),Q6P587
CBWD1,CBWD1,unreviewed,Homo sapiens (Human),F2Z2T4
TMEM185A;CXorf13;FAM11A,TMEM185A,reviewed,Homo sapiens (Human),Q8NFB2
ATXN2,ATXN2,unreviewed,Homo sapiens (Human),H0YH87
CCAR2,CCAR2,unreviewed,Homo sapiens (Human),E5RHJ4
MAEA,MAEA,unreviewed,Homo sapiens (Human),E7ESC7
ASPH,ASPH,unreviewed,Homo sapiens (Human),E5RHK2
EGLN1,EGLN1,unreviewed,Homo sapiens (Human),A0A590UJZ0
PAK1,PAK1,reviewed,Homo sapiens (Human),Q13153
PSME3,PSME3,unreviewed,Homo sapiens (Human),K7ESG5
ATRX;RAD54L;XH2,ATRX,reviewed,Homo sapiens (Human),P46100
FBLN2,FBLN2,reviewed,Homo sapiens (Human),P98095
SOD1,SOD1,unreviewed,Homo sapiens (Human),H7BYH4
HMGN1,HMGN1,unreviewed,Homo sapiens (Human),A6NL93
TUBGCP2,TUBGCP2,unreviewed,Homo sapiens (Human),F2Z2B9
SEL1L;TSA305;UNQ128/PRO1063,SEL1L,reviewed,Homo sapiens (Human),Q9UBV2
MRPL21,MRPL21,unreviewed,Homo sapiens (Human),F5H7V8
F3,F3,reviewed,Homo sapiens (Human),P13726
PALLD,PALLD,unreviewed,Homo sapiens (Human),D6RBB1
IMMT;HMP;MIC60;MINOS2;PIG4;PIG52,IMMT,reviewed,Homo sapiens (Human),Q16891
CTSB,CTSB,unreviewed,Homo sapiens (Human),E9PLY3
UTP3;CRLZ1;SAS10,UTP3,reviewed,Homo sapiens (Human),Q9NQZ2
COMMD1;C2orf5;MURR1,COMMD1,reviewed,Homo sapiens (Human),Q8N668
ANXA2,ANXA2,unreviewed,Homo sapiens (Human),H0YKL9
TARDBP,TARDBP,unreviewed,Homo sapiens (Human),A0A087WX67
DYNC1LI1,DYNC1LI1,unreviewed,Homo sapiens (Human),C9JLW1
CBX3;hCG_1745364,CBX3,unreviewed,Homo sapiens (Human),B8ZZ43
TMEM63B,TMEM63B,unreviewed,Homo sapiens (Human),H3BLW6
NUMBL,NUMBL,unreviewed,Homo sapiens (Human),M0QXQ4
TRAPPC2L,TRAPPC2L,unreviewed,Homo sapiens (Human),H3BPN3
DPM1,DPM1,unreviewed,Homo sapiens (Human),Q5QPJ9
ASH2L,ASH2L,unreviewed,Homo sapiens (Human),H0YBF6
POP4,POP4,unreviewed,Homo sapiens (Human),K7ESH8
TJAP1,TJAP1,unreviewed,Homo sapiens (Human),E2QRK7
IFT27,IFT27,unreviewed,Homo sapiens (Human),F5GZ09
EXOC7,EXOC7,unreviewed,Homo sapiens (Human),A0A0A0MSB8
MRPS28,MRPS28,unreviewed,Homo sapiens (Human),H0YAT2
RWDD1;DFRP2;CGI-24;PTD013,RWDD1,reviewed,Homo sapiens (Human),Q9H446
CRYL1,CRYL1,unreviewed,Homo sapiens (Human),A0A2R8YFQ7
COL5A2,COL5A2,reviewed,Homo sapiens (Human),P05997
NAALADL1,NAALADL1,unreviewed,Homo sapiens (Human),H0YDS5
CLTA,CLTA,unreviewed,Homo sapiens (Human),C9J8P9
CHID1,CHID1,unreviewed,Homo sapiens (Human),H0YDL6
PIK3C3,PIK3C3,unreviewed,Homo sapiens (Human),A0A0B4J2B1
ATP6V1A,ATP6V1A,unreviewed,Homo sapiens (Human),C9JA17
HNRNPH1,HNRNPH1,unreviewed,Homo sapiens (Human),D6RAM1
MFSD8,MFSD8,unreviewed,Homo sapiens (Human),A0A286YFE7
SCIN,SCIN,unreviewed,Homo sapiens (Human),E5RHN8
SPTAN1,SPTAN1,unreviewed,Homo sapiens (Human),A0A1B0GTB7
,,unreviewed,Homo sapiens (Human),A6XND1
USP32,USP32,unreviewed,Homo sapiens (Human),K7EQL6
RBBP6,RBBP6,unreviewed,Homo sapiens (Human),A0A2R8Y880
ALDH7A1,ALDH7A1,unreviewed,Homo sapiens (Human),F8WDY6
NDUFA7,NDUFA7,unreviewed,Homo sapiens (Human),M0R1K9
GPS1,GPS1,unreviewed,Homo sapiens (Human),J3QL53
CDC16,CDC16,unreviewed,Homo sapiens (Human),A0A3B3ISD2
PRPS1,PRPS1,reviewed,Homo sapiens (Human),P60891
CS,CS,unreviewed,Homo sapiens (Human),F8W0J2
WAC,WAC,unreviewed,Homo sapiens (Human),C9JVK6
CDV3,CDV3,unreviewed,Homo sapiens (Human),D6R973
WIPI1;WIPI49,WIPI1,reviewed,Homo sapiens (Human),Q5MNZ9
CACNA2D1,CACNA2D1,unreviewed,Homo sapiens (Human),E7ERK3
CTNNBL1;C20orf33;PP8304,CTNNBL1,reviewed,Homo sapiens (Human),Q8WYA6
LARP1,LARP1,unreviewed,Homo sapiens (Human),E5RH50
AP1S3,AP1S3,reviewed,Homo sapiens (Human),Q96PC3
DCN,DCN,unreviewed,Homo sapiens (Human),F8VSI3
ACTN3,ACTN3,unreviewed,Homo sapiens (Human),D6RH00
NAPA;SNAPA,NAPA,reviewed,Homo sapiens (Human),P54920
DAGLB,DAGLB,reviewed,Homo sapiens (Human),Q8NCG7
PRPS1,PRPS1,unreviewed,Homo sapiens (Human),A0A2R8Y7H4
CLNS1A,CLNS1A,unreviewed,Homo sapiens (Human),E9PMI6
CDK1;CDC2;CDC28A;CDKN1;P34CDC2,CDK1,reviewed,Homo sapiens (Human),P06493
HSPA4;APG2,HSPA4,reviewed,Homo sapiens (Human),P34932
PLSCR4,PLSCR4,unreviewed,Homo sapiens (Human),C9J6E1
CALM1,CALM1,unreviewed,Homo sapiens (Human),G3V226
PLD3,PLD3,unreviewed,Homo sapiens (Human),M0QX99
SNRPE,SNRPE,unreviewed,Homo sapiens (Human),A6NHK2
RPL9,RPL9,unreviewed,Homo sapiens (Human),A0A2R8Y5Y7
AP3S1,AP3S1,unreviewed,Homo sapiens (Human),F5H459
PSMA4,PSMA4,unreviewed,Homo sapiens (Human),H0YN18
SLC29A1,SLC29A1,unreviewed,Homo sapiens (Human),A0A2R8Y801
ACAA2,ACAA2,unreviewed,Homo sapiens (Human),K7EME0
PPP2R5A,PPP2R5A,reviewed,Homo sapiens (Human),Q15172
COX6B1,COX6B1,unreviewed,Homo sapiens (Human),K7EQD3
ALG11,ALG11,unreviewed,Homo sapiens (Human),Q5TAP0
EXOC8,EXOC8,reviewed,Homo sapiens (Human),Q8IYI6
CYB5R2,CYB5R2,unreviewed,Homo sapiens (Human),E9PRM4
VPS37A,VPS37A,unreviewed,Homo sapiens (Human),H0YBN0
MRPL23,MRPL23,unreviewed,Homo sapiens (Human),A8MYK1
STAMBP,STAMBP,unreviewed,Homo sapiens (Human),C9JK83
TRIM5,TRIM5,unreviewed,Homo sapiens (Human),H7C134
TBCA,TBCA,unreviewed,Homo sapiens (Human),A0A494C144
HMBS,HMBS,unreviewed,Homo sapiens (Human),F5GY90
CTR9;KIAA0155;SH2BP1,CTR9,reviewed,Homo sapiens (Human),Q6PD62
ASPSCR1,ASPSCR1,unreviewed,Homo sapiens (Human),J3QRW3
LAMA4,LAMA4,unreviewed,Homo sapiens (Human),E5RFQ2
SPTLC2,SPTLC2,unreviewed,Homo sapiens (Human),H0YJV2
ABCB7,ABCB7,unreviewed,Homo sapiens (Human),A0A2R8YF35
TLE2,TLE2,unreviewed,Homo sapiens (Human),K7ESD8
VPS37A,VPS37A,unreviewed,Homo sapiens (Human),E5RG91
RPS21,RPS21,reviewed,Homo sapiens (Human),P63220
CORO7,CORO7,unreviewed,Homo sapiens (Human),I3L442
NRDC;NRD1,NRDC,reviewed,Homo sapiens (Human),O43847
CNDP2,CNDP2,unreviewed,Homo sapiens (Human),J3QKT2
FKBP10;FKBP65;PSEC0056,FKBP10,reviewed,Homo sapiens (Human),Q96AY3
NDUFS8,NDUFS8,unreviewed,Homo sapiens (Human),E9PJY7
CLINT1;ENTH;EPN4;EPNR;KIAA0171,CLINT1,reviewed,Homo sapiens (Human),Q14677
POLR2G;RPB7,POLR2G,reviewed,Homo sapiens (Human),P62487
WASF2;WAVE2,WASF2,reviewed,Homo sapiens (Human),Q9Y6W5
GLIPR2,GLIPR2,unreviewed,Homo sapiens (Human),Q5VZR0
ARHGEF40,ARHGEF40,unreviewed,Homo sapiens (Human),G3V485
RGPD3,RGPD3,unreviewed,Homo sapiens (Human),J3KNE0
TRAPPC2L,TRAPPC2L,unreviewed,Homo sapiens (Human),H3BP13
PUS1,PUS1,unreviewed,Homo sapiens (Human),F5H1S9
AKT2,AKT2,unreviewed,Homo sapiens (Human),A8MX96
ARHGAP17,ARHGAP17,unreviewed,Homo sapiens (Human),I3L4Y5
DCTN5,DCTN5,reviewed,Homo sapiens (Human),Q9BTE1
ABCC1,ABCC1,unreviewed,Homo sapiens (Human),A0A0A0MS99
BPTF,BPTF,unreviewed,Homo sapiens (Human),E7ETD6
LZTR1,LZTR1,unreviewed,Homo sapiens (Human),F8WB67
HACD3,HACD3,unreviewed,Homo sapiens (Human),H3BS72
NDUFC2;HLC1,NDUFC2,reviewed,Homo sapiens (Human),O95298
ARSA,ARSA,reviewed,Homo sapiens (Human),P15289
GTF2I,GTF2I,unreviewed,Homo sapiens (Human),C9J6M0
LSM14B;C20orf40;FAM61B;RAP55B,LSM14B,reviewed,Homo sapiens (Human),Q9BX40
MANF;ARMET;ARP,MANF,reviewed,Homo sapiens (Human),P55145
EML4;C2orf2;EMAPL4,EML4,reviewed,Homo sapiens (Human),Q9HC35
BMERB1;C16orf45,BMERB1,reviewed,Homo sapiens (Human),Q96MC5
C11orf98,C11orf98,reviewed,Homo sapiens (Human),E9PRG8
AAMDC,AAMDC,unreviewed,Homo sapiens (Human),E9PNP3
RIPOR1,RIPOR1,unreviewed,Homo sapiens (Human),H3BMG9
NUP85,NUP85,unreviewed,Homo sapiens (Human),J3QL91
RACK1,RACK1,unreviewed,Homo sapiens (Human),D6RGK8
KIF13B,KIF13B,unreviewed,Homo sapiens (Human),E7ERX9
EIF4B,EIF4B,unreviewed,Homo sapiens (Human),F8W0K0
CDC42EP4,CDC42EP4,unreviewed,Homo sapiens (Human),J3QQS6
YWHAZ,YWHAZ,unreviewed,Homo sapiens (Human),E7EX29
PPP2R1B,PPP2R1B,unreviewed,Homo sapiens (Human),E9PPI5
PPP2R1A,PPP2R1A,unreviewed,Homo sapiens (Human),M0QXG4
NAT14,NAT14,unreviewed,Homo sapiens (Human),M0QZH3
UBL4A,UBL4A,unreviewed,Homo sapiens (Human),F8WB70
DRG1,DRG1,unreviewed,Homo sapiens (Human),F8WEE0
DBR1,DBR1,reviewed,Homo sapiens (Human),Q9UK59
DHFR,DHFR,reviewed,Homo sapiens (Human),P00374
PRCP,PRCP,unreviewed,Homo sapiens (Human),E9PNJ1
DERA;hCG_25164,DERA,unreviewed,Homo sapiens (Human),G3V158
HNRNPAB,HNRNPAB,unreviewed,Homo sapiens (Human),D6R9P3
WDR81,WDR81,reviewed,Homo sapiens (Human),Q562E7
SPTLC2;KIAA0526;LCB2,SPTLC2,reviewed,Homo sapiens (Human),O15270
NMRAL1,NMRAL1,unreviewed,Homo sapiens (Human),I3L3I6
MPDZ,MPDZ,unreviewed,Homo sapiens (Human),H0YH70
FADS1,FADS1,unreviewed,Homo sapiens (Human),F5H1Q7
EIF4G2,EIF4G2,unreviewed,Homo sapiens (Human),E9PKF8
RPLP0,RPLP0,unreviewed,Homo sapiens (Human),F8VWS0
EIF2B1;EIF2BA,EIF2B1,reviewed,Homo sapiens (Human),Q14232
NAALADL1,NAALADL1,unreviewed,Homo sapiens (Human),E9PII9
PCCB,PCCB,unreviewed,Homo sapiens (Human),C9JQS9
,,unreviewed,Homo sapiens (Human),B4E107
STRAP;MAWD;UNRIP,STRAP,reviewed,Homo sapiens (Human),Q9Y3F4
AP1M1,AP1M1,unreviewed,Homo sapiens (Human),K7EJL1
CRABP2,CRABP2,reviewed,Homo sapiens (Human),P29373
HERC2,HERC2,unreviewed,Homo sapiens (Human),A0A0G2JLM1
TOM1L2,TOM1L2,unreviewed,Homo sapiens (Human),K7ENB0
COPS6,COPS6,unreviewed,Homo sapiens (Human),E7EM64
SNAP23,SNAP23,unreviewed,Homo sapiens (Human),H3BV99
CIRBP,CIRBP,unreviewed,Homo sapiens (Human),F6WMK9
EIF5A,EIF5A,reviewed,Homo sapiens (Human),P63241
HNRNPH1,HNRNPH1,unreviewed,Homo sapiens (Human),D6RBM0
YBX1,YBX1,unreviewed,Homo sapiens (Human),C9J5V9
TLE2,TLE2,unreviewed,Homo sapiens (Human),K7EMK7
PHB,PHB,unreviewed,Homo sapiens (Human),E9PCW0
