"id" "Protein IDs" "Protein names" "Gene names" "Set1_D0-1" "Set1_D3-1" "Set1_D7-3" "Set1_D14-3" "Set1_reference" "Set2_D0-2" "Set2_D3-2" "Set2_D7-2" "Set2_D14-2" "Set2_reference" "Set3_D0-3" "Set3_D3-3" "Set3_D7-1" "Set3_D14-1" "Set3_reference"
4787 "O96005;K7EQQ1;K7EJ16;K7ERL5" "Cleft lip and palate transmembrane protein 1" "CLPTM1;Clptm1" 210936.009579621 188384.564119591 170747.530678581 174118.091711417 188164.318294753 213052.433216478 180645.650078652 174230.348902562 184852.287233867 188164.318294753 219738.576618649 190332.706532154 188951.46748878 168669.374680895 188164.318294753
4790 "O96008;K7EJ57;K7EKG4" "Mitochondrial import receptor subunit TOM40 homolog" "TOMM40" 189726.151398601 177723.523243562 178623.47640196 191989.802778488 183152.215408564 196252.311675938 190734.544145748 187463.188797105 176234.279805597 183152.215408564 185469.431621429 172247.278001793 161903.150704542 202449.381893611 183152.215408564
4791 "O96011;H7C3V6" "Peroxisomal membrane protein 11B" "PEX11B;Pex11b" 77610.4313488041 85278.6445415784 92877.6635022987 103357.544924636 93595.860129675 87397.5224700891 92851.9857598474 102227.047143847 103625.03729898 93595.860129675 86887.9847017917 94188.7428225135 94059.7245511991 105788.521634165 93595.860129675
4793 "H7C5S0;O96019;C9JQT2" "Actin-like protein 6A" "ACTL6A;Actl6a" 178192.05340314 159444.550414381 158112.642854117 152040.117713086 155878.448885221 163061.291279866 151714.654708228 149509.417383519 137020.87888371 155878.448885221 160355.289765942 147652.886815664 143637.824207917 147073.761284928 155878.448885221
4795 "J3KNC7;P00167" "Cytochrome b5" "CYB5A" 49445.358423982 57183.0906933003 67065.3495686577 70395.8685462524 66690.8208958267 61380.172567027 66234.60845164 70161.9103172222 75147.6170623137 66690.8208958267 56813.3620392659 65626.1539526981 68895.7615294142 74240.2124680396 66690.8208958267
4797 "A0A087WU81;P00325;D6RHZ6;H0Y9N0;A0A087WUC4;V9HW50" "Alcohol dehydrogenase 1B" "ADH1B;HEL-S-117" 126073.323601862 195685.067737395 326190.506939577 300152.891586744 229282.732935661 121521.008962755 170139.695334153 272012.747888521 319189.146064509 229282.732935661 147706.071244143 220946.046769229 229003.720251904 443482.853051552 229282.732935661
4798 "P00338;F5GXH2;Q6ZMR3;F5GXC7;F5GWW2;F5GYU2;A0A087WUM2;F5GXU1;F5H5J4;F5GXY2;F5H8H6;F5H155" "L-lactate dehydrogenase A chain" "LDHA" 2160749.84979701 2350897.46120062 2430690.08932041 2553205.09835036 2322148.91964483 2137014.89205299 2191231.30134174 2430357.0164163 2601025.93198892 2322148.91964483 2253062.03806009 2437267.8649268 2487011.01465255 2743298.48886639 2322148.91964483
4800 "P00367" "Glutamate dehydrogenase 1, mitochondrial" "GLUD1" 716166.728744178 736404.06112013 845650.666820424 818688.039299208 793738.514155954 758311.272415875 795201.833921072 807852.267822949 851958.71206389 793738.514155954 755055.62487711 763325.771205236 775782.9905048 924423.283088692 793738.514155954
4801 "P00374;B4DM58;Q86XF0;C9JJ68" "Dihydrofolate reductase" "DHFR" 27773.2737272553 22163.0192187294 23831.5799015924 24758.8260529626 21978.8006257555 23193.4083949597 20266.1524765792 28820.4230516534 22697.9136390794 21978.8006257555 25782.0723220173 16749.4174687998 19552.9744404339 20535.7064658696 21978.8006257555
4802 "B1AHF3;P00387" "NADH-cytochrome b5 reductase 3;NADH-cytochrome b5 reductase 3 membrane-bound form;NADH-cytochrome b5 reductase 3 soluble form" "CYB5R3" 845412.963034786 885565.376620631 897045.495627553 931521.689782369 930833.811548413 859098.851994334 918296.240548852 894174.348791689 1144292.41240002 930833.811548414 913094.918651855 972772.158807275 1030820.45746908 920593.805862742 930833.811548414
4804 "P00390;H0YC68;A0A2R8YF59" "Glutathione reductase, mitochondrial" "GSR" 285496.672567164 286553.195735327 298118.845648296 326810.394607135 313015.814558905 300358.581913676 323022.963590038 323630.411553087 337740.713313169 313015.814558905 294304.253404819 323193.780546118 317424.478443086 344990.54659818 313015.814558905
4805 "P00403" "Cytochrome c oxidase subunit 2" "MT-CO2" 212211.068645125 243478.333274394 244380.452938324 305612.618673999 233179.597406158 205225.310864544 252433.130153577 224016.676345567 282837.186332833 233179.597406158 230770.236884376 257650.194704899 254415.288220064 247123.433994723 233179.597406158
4807 "P00414" "Cytochrome c oxidase subunit 3" "MT-CO3" 13025.2274459095 12118.8231057588 12719.7174418886 22249.5482001656 17183.2711540749 15547.415466144 13850.6366129763 15200.1587975236 23923.3351904428 17183.2711540749 13424.7492740033 12197.4798064309 20394.2873899369 21586.8802044486 17183.2711540749
4808 "P00441;H7BYH4" "Superoxide dismutase [Cu-Zn]" "SOD1" 373344.998822711 396977.660678249 462602.912532371 426040.954045118 414777.191046997 366356.510700223 416916.623449548 418299.500969479 431251.142601213 414777.191046997 364305.210407622 432526.97159986 411058.438957532 430586.361998291 414777.191046997
4812 "G3V2H3;G3V393;G3V5M2;P00491" "Purine nucleoside phosphorylase" "PNP" 378869.666879419 352018.749745173 350291.519134212 347645.096257691 348745.011651437 333916.221856855 314529.712655335 305197.221701889 347788.110995071 348745.011651437 395075.124477695 364737.102398708 370387.346552397 291393.378555922 348745.011651437
4813 "P00492" "Hypoxanthine-guanine phosphoribosyltransferase" "HPRT1" 166556.367701543 160363.125740701 137951.216941817 160921.404272841 155099.650965601 167963.392316242 157482.728887664 158217.047851282 144165.782556293 155099.650965601 158869.607749922 139965.00178308 142044.604254482 150731.654035617 155099.650965601
4814 "P00505" "Aspartate aminotransferase, mitochondrial" "GOT2" 632398.300497238 605304.000893677 591467.361452897 665275.053052731 635585.542748176 681263.803154057 640475.135795551 627437.902390183 642742.91582231 635585.542748176 702206.478571737 669891.02677151 640123.181754035 661280.592187774 635585.542748176
4816 "P00519" "Tyrosine-protein kinase ABL1" "ABL1" 31499.1408986364 32992.3791702198 30499.3439251321 30372.7298465896 31523.6927232822 31175.1787520009 29457.9063050197 33389.468850964 38023.9801308071 31523.6927232822 33463.7189551694 35354.8775757395 34742.9991193304 34990.5613856713 31523.6927232822
4817 "E9PFD7;Q504U8;C9JYS6;P00533" "Epidermal growth factor receptor;Receptor protein-tyrosine kinase" "EGFR" 503327.671033046 561102.421142821 531587.539134649 490828.133896335 515961.456923337 590198.505094031 545035.269837311 482441.203994752 476598.430109654 515961.456923337 506107.261316776 517320.341349028 491800.644859071 450789.024623217 515961.456923337
4818 "P00558" "Phosphoglycerate kinase 1" "PGK1" 1715448.94332155 1733441.89109514 1786903.14362004 2424531.58285094 1914404.33471376 1686319.01966231 1839256.5767057 1946884.84831767 1957515.61641407 1914404.33471376 1749342.18604166 1821268.24664975 1779100.42038225 2612396.13088498 1914404.33471376
4819 "Q5T9B7;P00568;H0YID2" "Adenylate kinase isoenzyme 1" "AK1" 454807.18075198 409120.920723101 380490.251888222 391839.321617479 427829.869663324 433891.079782914 420655.206233523 396813.759278208 464576.315202205 427829.869663324 526883.941748001 493867.484347714 456610.29015126 404936.430304049 427829.869663324
4820 "P00734;E9PIT3;C9JV37" "Prothrombin;Activation peptide fragment 1;Activation peptide fragment 2;Thrombin light chain;Thrombin heavy chain" "F2" 60695.6486118183 50037.3812023241 43802.8093389155 43405.6865229248 49771.8594069626 73457.7960753271 49312.3352158681 44982.2792949616 40470.8413996063 49771.8594069626 64865.2308211428 50969.2095570558 50277.4028430506 48579.3720733954 49771.8594069626
4830 "P00813;F5GWI4;F5GXW0" "Adenosine deaminase" "ADA" 141012.487927266 136523.559628292 134074.856933059 138950.15553139 175545.752537855 130907.146274106 144029.503046862 125858.023806984 246573.845670551 175545.752537855 269172.057115531 266273.491871503 227902.016361823 131503.820970065 175545.752537855
4834 "Q5T6L5;P00966;Q5T6L6" "Argininosuccinate synthase" "ASS1" 108208.526318555 92661.9784250852 121747.326395997 129627.881810987 111698.575927076 119783.813059921 121425.243584171 135402.403429779 103381.199472598 111698.575927076 103058.62421731 101913.579358246 102782.768158334 141439.909817753 111698.575927076
4835 "P01008;Q8TCE1" "Antithrombin-III" "SERPINC1" 192456.63872101 174449.023241841 214780.50313802 167292.552651772 203812.896188653 284025.988662037 194300.754166769 183429.771061767 205646.698097537 203812.896188653 237550.759006596 206011.427995421 234257.815820531 200037.612648077 203812.896188653
4843 "P01031" "Complement C5;Complement C5 beta chain;Complement C5 alpha chain;C5a anaphylatoxin;Complement C5 alpha chain" "C5" 18566.1254395989 18850.2628678468 28724.0023437245 36744.0174734113 32526.881120737 27785.5251258551 34457.4080273092 35543.676340194 46238.8501999427 32526.881120737 42961.4526653004 35406.9118563643 34396.7356231525 38332.2826457105 32526.881120737
4844 "P01033;H0Y789;Q5H9B4;Q5H9A7" "Metalloproteinase inhibitor 1" "TIMP1" 105151.804486121 104433.203404551 124626.405188918 144963.49276106 131062.61307292 146917.831928322 129132.035520285 150942.804544628 147415.172564556 131062.61307292 131167.147173885 129105.80525375 123036.591769422 151319.771835215 131062.61307292
4845 "P01034" "Cystatin-C" "CST3" 46984.6527507592 58351.4476189946 79468.8029265083 75534.3619215716 61938.0920465839 48053.2146175912 51714.6598558545 67073.9948326129 79416.0777686437 61938.0920465839 42782.3092691379 57475.0118145387 65605.9732685206 63270.8870730231 61938.0920465839
4851 "G3V4K2;P01111;G3V5T7" "GTPase NRas" "Nras;NRAS" 203822.827388487 205446.545295428 209142.204557321 178973.451930417 194364.738894954 201215.819470798 201859.745686084 193568.193717869 180389.627248094 194364.738894954 191261.464911371 193107.752000835 186764.354360969 198134.890529953 194364.738894954
4852 "P01112" "GTPase HRas;GTPase HRas, N-terminally processed" "Hras;HRAS" 28302.2610932682 28409.7494968335 31098.83821173 30425.3973207486 29524.6336968432 30407.0644687067 28521.795891893 30588.6094435853 25246.1631314811 29524.6336968432 30000.3472414763 29395.6335929002 29630.3458434492 27540.5346923979 29524.6336968432
4853 "P01116" "GTPase KRas;GTPase KRas, N-terminally processed" "Kras;KRAS" 52562.3653917535 45573.9765896594 46285.8280342458 52682.0055882251 45559.9150779703 55726.0923358991 47944.7104697131 45605.8571754818 54382.5146274895 45559.9150779703 42090.1179057688 47387.6372739454 44065.7772223472 52290.6897245652 45559.9150779703
4856 "P01210;E5RFR1" "Proenkephalin-A;Synenkephalin;Met-enkephalin;PENK(114-133);PENK(143-183);Met-enkephalin-Arg-Gly-Leu;Leu-enkephalin;PENK(237-258);Met-enkephalin-Arg-Phe" "PENK" 36912.5678441167 39205.0022348763 35128.4284048299 38634.532241488 38913.2473522252 73384.9002052947 41679.1949562094 42324.8865990428 43206.9097748461 38913.2473522252 34099.149410758 33524.4711289681 44372.2653810612 47768.0742663883 38913.2473522252
4895 "P01889;F6U0H7" "HLA class I histocompatibility antigen, B-7 alpha chain" "HLA-B" 168468.564103445 163296.279914912 176134.112778258 213596.949313093 250877.08769759 283004.676012346 289177.566858088 299315.299196485 218177.978588269 250877.08769759 243356.014346068 213860.31796618 206336.335348817 377652.99342548 250877.08769759
4896 "P01893" "Putative HLA class I histocompatibility antigen, alpha chain H" "HLA-H" 9496.51365403631 8137.25458780449 7509.72409247998 8287.85835820032 8446.84057061514 11550.8349188493 8738.540299201 9873.70426901191 8930.05140165813 8446.84057061514 12750.6173117436 7959.35080089134 7222.33710932622 8826.85651106904 8446.84057061514
4900 "I3L3H7;P02452" "Collagen alpha-1(I) chain" "COL1A1" 2445827.80623278 859415.502338096 893304.173585376 813153.105909953 1365519.27882318 2917719.09115985 803737.88004718 991412.638539838 1675818.02032644 1365519.27882318 2376002.82781164 976387.679652311 1220070.75227583 941039.901894831 1365519.27882318
4903 "P02461;H7C435" "Collagen alpha-1(III) chain" "COL3A1" 236294.500433063 159133.168325939 150054.214332813 130337.134168222 196006.59771581 350693.046576579 144392.263426547 181744.59800569 182465.605429267 196006.59771581 301254.872233776 166430.812179851 171406.992132195 168045.565758195 196006.59771581
4904 "A0A3B3ITG7;P02462;A0A3B3ISV3;A0A087WTY5" "Collagen alpha-1(IV) chain;Arresten" "COL4A1" 24886.6614430322 28386.3713385754 33536.9170417582 34561.0731812757 34089.6911705223 34072.8001449979 29255.1947820306 28840.0570202773 69740.5964983921 34089.6911705223 33208.6799559671 35200.0676601228 38567.2996825253 32963.9486089756 34089.6911705223
4906 "E9PS12;E9PRA8;P02511;E9PJL7;A0A024R3B9;E9PNH7" "Alpha-crystallin B chain" "CRYAB" 280055.389428002 427712.998407917 420837.717983121 356522.156223501 386504.494942393 240994.690257193 303382.192886819 310832.618229199 523281.332132087 386504.494942393 304342.84852005 485844.272899395 537141.626110015 283648.075200394 386504.494942392
4907 "H0YAB0;P02545" "Prelamin-A/C;Lamin-A/C" "LMNA" 4555066.6749211 4306425.16097633 4003065.53929267 3837134.10255342 4143277.40799719 4380399.86667255 4165185.1257099 4211161.61229142 3712758.34396 4143277.40799719 4512676.45729333 4071773.95907076 3747328.10879468 4210502.67939093 4143277.40799719
4913 "P02647;F8W696" "Apolipoprotein A-I;Proapolipoprotein A-I;Truncated apolipoprotein A-I" "APOA1" 20538.8616862494 15680.6940523143 13488.7458707224 16867.2046611726 19122.0141414843 33100.3495384657 17100.3305057493 13482.9878989043 19305.2554081098 19122.0141414843 16720.9197089359 15033.9093681806 17023.2140914406 15681.5789297758 19122.0141414843
4914 "P02649" "Apolipoprotein E" "APOE" 132925.722628312 108457.985841795 111488.156678036 66316.5413801172 114036.433476511 255257.067753173 87571.0665091955 86695.2372621082 85187.0381823835 114036.433476511 120567.052416418 97505.349238719 105713.332334618 63882.2984722655 114036.433476511
4928 "P02748" "Complement component C9;Complement component C9a;Complement component C9b" "C9" 13668.9262620529 14709.8067970056 17800.1908869519 47649.6106553102 51789.3598140663 32098.0091402845 53522.5165629923 56598.5969549696 104618.908858968 51789.3598140663 47526.3631860285 73201.0062679466 92157.1497161977 39220.4408760506 51789.3598140663
4931 "P02751;H0Y7Z1" "Fibronectin;Anastellin;Ugl-Y1;Ugl-Y2;Ugl-Y3" "FN1" 6888959.04950973 8219185.70953209 6705267.21892932 5079388.84408005 6027850.06709106 3868517.53264759 4895269.97718759 5351489.29828924 5273237.90754729 6027850.06709106 5117801.74043604 7299894.38541655 7241404.02963855 4943075.19691829 6027850.06709106
4942 "F8WBE5;H7C3V5;G3V0E5;P02786" "Transferrin receptor protein 1;Transferrin receptor protein 1, serum form" "TFRC" 1071970.65863527 1057396.93191044 931854.661595381 857453.070117771 967637.520058467 1263514.62967254 1003604.29492059 928645.404746394 770500.369027216 967637.520058467 1090677.84650115 977261.075078891 893594.309008601 855151.05062475 967637.520058467
4943 "H7C5E8;F8WCI6;C9JVG0;F8WC57;P02787;F8WEK9" "Serotransferrin" "TF" 16548.5542082349 13892.6250165841 14568.0887697674 29357.576987649 26669.0999227933 31515.2295352079 19930.1261030904 22257.3045064545 37366.8871677032 26669.0999227933 40363.7108306954 21020.6304376433 27993.2460774693 46424.318107747 26669.0999227933
4945 "P02792" "Ferritin light chain" "FTL" 38705.2208932058 39444.1855133027 42868.9774543472 40430.1977194278 45520.9752025737 40274.693384589 42134.8704675354 37367.589907522 90100.656893716 45520.9752025737 50253.7201870894 52050.3866038343 51448.9577644283 40594.1512967956 45520.9752025737
4946 "G3V1D1;G3V192;E9PPQ4;P02794;E9PKY7;E9PK45;E9PRK8;E9PQR3;E9PKM5" "Ferritin heavy chain;Ferritin heavy chain, N-terminally processed;Ferritin" "FTH1" 126547.680099579 141732.945309293 198695.649911124 186675.218283307 180349.680826988 164730.856839942 176696.567040619 177969.743824895 263113.644386633 180349.680826988 148465.219819893 184992.692238874 171585.885071401 181647.412944974 180349.680826988
4948 "P03886" "NADH-ubiquinone oxidoreductase chain 1" "MT-ND1" 52632.1570195088 47678.2842425623 47972.4067663099 52046.3100820042 47567.9974606094 48812.7269938758 47537.4678001841 52209.0498320222 42605.6275355905 47567.9974606094 46521.8301821095 46321.9541330381 45689.5462198333 53283.7551735994 47567.9974606094
4950 "P03915" "NADH-ubiquinone oxidoreductase chain 5" "MT-ND5" 74993.1267028164 67733.617258506 61006.7537514012 75044.5300406076 65803.7727966014 66718.3595721968 65955.049443542 67534.906083443 65509.5385914013 65803.7727966014 74255.6293599099 60863.4878596342 59419.6917623223 75106.6729894297 65803.7727966014
4951 "P03928" "ATP synthase protein 8" "MT-ATP8" 31334.9290000646 29623.0670590973 27402.3363619815 29521.465497859 26444.4544361927 17065.3012980613 19502.7769397617 31365.778659556 30574.8640129727 26444.4544361927 27393.6179555741 26774.2243147959 28430.1494627162 29566.9800804324 26444.4544361927
4957 "P04003;A6PVY5;F2Z2V7" "C4b-binding protein alpha chain" "C4BPA" 24412.9076778666 21940.4702796721 32669.3293259027 24146.6416452166 28499.0526741445 19332.8972318262 32967.2812347517 39858.9009022673 41988.9709639076 28499.0526741445 29350.7921003171 24866.3435957457 25083.8287029637 27786.950787631 28499.0526741445
4958 "F5GX75;P04004" "Vitronectin;Vitronectin V65 subunit;Vitronectin V10 subunit;Somatomedin-B" "VTN" 117829.469682643 68292.6250422816 59512.8688313777 57050.5925231541 75564.0995287116 108673.77813854 63857.2047004684 56903.25970477 61973.5739900898 75564.0995287116 113277.341726831 70387.9224660949 76522.6165997059 61251.0789148108 75564.0995287116
4959 "P04040" "Catalase" "CAT" 334121.232594822 356003.536849263 379258.215352089 353076.310414068 373828.963092682 386106.253912569 406883.667050936 411853.530119035 352609.61668152 373828.963092682 369092.682630066 398928.569364254 357495.292731617 381311.164109855 373828.963092682
4960 "A0A0G2JLB3;P04062;A0A0G2JNZ0;A0A0G2JNZ5" "Glucosylceramidase" "GBA" 399544.565990781 355063.537376443 366490.004501277 385637.053720215 381197.650151876 401216.060927745 381212.962363896 370468.291807455 360793.182268283 381197.650151876 420579.043612442 382287.143091717 366161.557731152 423257.227703254 381197.650151876
4962 "H3BPS8;H3BUH7;H3BMQ8;P04075;H3BQN4;H3BR68;J3KPS3;H3BR04" "Fructose-bisphosphate aldolase A;Fructose-bisphosphate aldolase" "ALDOA" 1606081.48881654 1545511.88442185 1639342.20574603 1703042.18812917 1581667.81358496 1554010.86817413 1479655.80375052 1578416.01673356 1607511.42380228 1581667.81358496 1612740.38278042 1553419.31338442 1528671.20970148 1643009.83047605 1581667.81358496
4963 "A0A1W2PQG6;A0A1W2PS52;P04080" "Cystatin-B" "CSTB" 206440.442942034 255301.159099821 342962.942400691 301995.107738605 254031.748504155 187593.775026054 251729.608324245 273075.496170439 260226.474716553 254031.748504155 182261.801361488 242679.030768471 268954.952859478 262814.336071994 254031.748504155
4964 "Q5T3N0;Q5T3N1;P04083" "Annexin A1;Annexin" "ANXA1" 2263771.83462345 2186784.08492432 2194188.77768016 2222790.97834667 2140946.23521122 1889665.38478883 2067630.06943025 2022424.7722573 2259877.94863993 2140946.23521122 2223811.38286418 2181867.38875923 2163602.15372248 2027587.17474525 2140946.23521122
4965 "P04114;A8MUN2" "Apolipoprotein B-100;Apolipoprotein B-48" "APOB" 187688.803215392 194845.635841553 136819.641738407 116158.919122943 181255.98400143 485694.883464678 143641.041864596 137951.60478048 127114.958113166 181255.98400143 157975.601679008 107488.111344854 150493.825785449 102883.125218442 181255.98400143
4969 "P04179" "Superoxide dismutase [Mn], mitochondrial" "SOD2" 495772.325971939 511563.02960176 1336262.26936983 2204101.83061696 992342.395262152 684031.109527884 1067839.19074482 1352896.83512388 930524.741832981 992342.395262152 472458.205314678 567376.897039535 604943.669319985 2007747.74093217 992342.395262152
4971 "P04181" "Ornithine aminotransferase, mitochondrial;Ornithine aminotransferase, hepatic form;Ornithine aminotransferase, renal form" "OAT" 310525.058028368 342199.074136687 276751.319107158 245545.819251017 287011.016681905 324679.803379012 274381.480653762 275860.891328409 241293.659799828 287011.016681905 295714.312411211 285509.324440978 278180.850635751 246679.009749036 287011.016681905
4981 "P04406" "Glyceraldehyde-3-phosphate dehydrogenase" "GAPDH" 3405938.27384881 3156246.10368802 3284229.84908803 3339548.85029425 3392873.9760212 3640880.59701642 3429910.53120869 3501675.61883673 3137136.33852455 3392873.9760212 3316599.31005653 3083426.26055955 3044752.08546823 3859617.73199168 3392873.9760212
4982 "A0A5F9ZHC6;A0A5F9ZHM8;P04424;F8W943" "Argininosuccinate lyase" "ASL" 219939.140482219 213668.471221481 213932.292282591 223174.696701143 222274.548120474 224351.209284548 229143.668162385 218035.801401946 220040.240235468 222274.548120474 210270.367880714 226706.205638392 222192.396154831 221764.713011285 222274.548120474
4995 "C9J3N8;P04792" "Heat shock protein beta-1" "HSPB1" 755404.006484221 988254.542039669 1016843.10596478 923942.726178411 988689.555512427 680169.949176237 771717.444402998 872706.32394386 1311686.95561187 988689.555512427 822016.348059005 1119280.68941362 1296770.5446138 837157.384872791 988689.555512427
4996 "P04818" "Thymidylate synthase" "TYMS" 78904.8407534404 66788.2997898278 64472.2071340498 57182.9850771013 62248.7355840742 69094.4181760241 53581.8092944431 65359.7356071372 49137.9559477477 62248.7355840742 63996.2201690255 50315.1394820562 49407.381821016 50515.1624083555 62248.7355840742
4998 "B7Z4L4;F8WF32;P04843" "Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1" "RPN1" 1298418.57678065 1230411.9791621 1136066.92522485 1156275.41226851 1230074.45032513 1334321.3434617 1256313.65255638 1217478.16533064 1177194.56257432 1230074.45032513 1310056.73144779 1309947.54544001 1250482.70310943 1177094.13280356 1230074.45032513
4999 "Q5JYR4;F2Z3K5;P04844" "Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2" "RPN2" 843247.578869878 821171.363922954 773141.918101135 826816.53054246 825504.627232102 861813.709711126 832794.359582135 813116.235756209 848399.628072513 825504.627232102 913400.699219786 886425.162010039 870161.078579159 773794.444451202 825504.627232102
5001 "P04899" "Guanine nucleotide-binding protein G(i) subunit alpha-2" "GNAI2" 569200.942481898 595554.198605352 492984.330650538 518701.304643485 566223.244911693 564491.608683074 553661.960811916 552845.535615785 564460.73208343 566223.244911693 608361.029665308 634728.195203014 591494.005669062 526347.98284821 566223.244911693
5010 "Q5TC02;Q5TC05;P05023;Q5TC01" "Sodium/potassium-transporting ATPase subunit alpha-1" "ATP1A1" 1318969.81392426 1390822.05135528 1329525.86264742 1304124.45111498 1366544.74531428 1329850.58946234 1312130.72385233 1302979.46743002 1411533.2447338 1366544.74531428 1492352.72236121 1393173.42275548 1451922.07201765 1423389.45543152 1366544.74531428
5011 "V9GYR2;P05026" "Sodium/potassium-transporting ATPase subunit beta-1" "ATP1B1;Atp1b1" 143062.491160973 139487.534482599 110443.607745831 91322.5659909129 120430.977625188 143330.645039185 94756.6787237858 95386.2738841699 130927.52202807 120430.977625188 151458.757841208 128240.456695929 152300.510953996 72470.5844894812 120430.977625188
5014 "A0A0A0MRG2;H7C0V9;H7C2L2;E9PG40;P05067" "Amyloid beta A4 protein;N-APP;Soluble APP-alpha;Soluble APP-beta;C99;Beta-amyloid protein 42;Beta-amyloid protein 40;C83;P3(42);P3(40);C80;Gamma-secretase C-terminal fragment 59;Gamma-secretase C-terminal fragment 57;Gamma-secretase C-terminal fragment 50;C31" "APP" 131624.179029956 127992.731847861 132369.455648474 121328.032431289 129651.341221208 184985.683524986 121702.976928115 123586.401854658 124297.706898544 129651.341221208 157109.746417579 127151.394173121 131030.622956868 112898.44499981 129651.341221208
5016 "P05091;F8VP50;S4R3S4" "Aldehyde dehydrogenase, mitochondrial" "ALDH2" 262934.532231009 234492.77606127 296265.862032024 365174.48657164 326291.463924128 352918.700312217 392391.467072349 367670.323650631 282944.205166947 326291.463924128 303660.447433518 292873.60676458 264330.443823057 518792.438647051 326291.463924127
5017 "H3BM21;I3L4X8;P05106" "Integrin beta-3;Integrin beta" "ITGB3" 33921.7555948324 32140.200728904 33509.0463367979 32182.2906153927 31827.0047283496 27316.8898918133 32502.6603892373 27945.0165221238 36662.767876241 31827.0047283496 33837.9936228455 34815.3842616575 32910.7835497525 26243.9106173722 31827.0047283496
5018 "P05109" "Protein S100-A8;Protein S100-A8, N-terminally processed" "S100A8" 15201.5120663219 19587.0578093903 23298.2116882435 13340.0492265015 21514.237112096 19470.4703211053 27360.667477243 24347.6507670299 11808.9780490279 21514.237112096 18354.4238388173 23779.136280971 20637.1336356042 14668.054001572 21514.237112096
5019 "F2Z2Y5;A6NEL0;P05114;A0A494C035;F2Z2W6;H7BXJ5;A6NL93" "Non-histone chromosomal protein HMG-14" "HMGN1" 191461.548788761 177898.823217981 156746.967447015 179834.622240346 170834.793084238 186298.767102036 186009.777002073 172498.760645785 144836.174615941 170834.793084238 194234.295440681 167618.8713307 153557.560312331 146249.12991114 170834.793084238
5020 "P05120;H7C004;H7BYS2;E7ERB5;E7EPJ9;E9PDK7" "Plasminogen activator inhibitor 2" "SERPINB2" 15500.414995416 16243.621987244 12734.622672132 12790.5976876184 48951.0604721074 50745.6534508114 55129.512823753 38342.2311926917 52588.3723180798 48951.0604721074 107735.791345 60825.2628069931 50559.2790438786 39166.7289099376 48951.0604721074
5021 "P05121" "Plasminogen activator inhibitor 1" "SERPINE1" 411301.997632162 417334.344014432 357629.491191152 362520.564143623 413390.146696298 622501.340288734 314587.448315256 433349.030574449 344958.938588271 413390.146696298 328285.145831436 420894.375707064 481321.623505225 405917.550756714 413390.146696298
5023 "P05141" "ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed" "SLC25A5" 286634.088890801 260355.647707461 252436.92844874 275817.711337045 260431.623220488 260499.088534896 258927.828308954 247544.11631055 248033.986633682 260431.623220488 271889.377349443 252167.808883851 239469.180931943 247194.079980724 260431.623220488
5027 "A0A096LPJ4;A0A096LNZ9;P05161" "Ubiquitin-like protein ISG15" "ISG15" 91647.135943707 103457.530902558 93996.1364419619 419715.478145741 231647.842867398 197808.384107385 213634.66713847 179298.972466633 373310.379472371 231647.842867398 371841.443092619 232951.01700047 310305.595440028 229012.492053743 231647.842867398
5029 "P05165;Q5JTW6;A0A1B0GUX9;Q5JVH2;A0A1B0GWI4;A0A1B0GWA1;A0A1B0GU58;A0A1B0GTR1" "Propionyl-CoA carboxylase alpha chain, mitochondrial" "PCCA" 53583.8132464426 57344.7079017357 59578.8100530683 66828.9313785269 58339.8311787041 59709.0823333733 56660.8888899994 58006.6128772001 58340.990966388 58339.8311787041 50507.6970505959 53844.5938691233 49502.5385708422 61966.9425586406 58339.8311787041
5030 "P05186;B1ANL0" "Alkaline phosphatase, tissue-nonspecific isozyme" "ALPL" 72241.3861536378 108793.075111796 143249.463841655 156000.201712283 120503.695010496 68880.609294388 82621.6549191927 113099.910900133 229597.104487347 120503.695010496 78459.7309402469 124292.411025498 190172.627465938 95802.1511816874 120503.695010496
5032 "G3V4T5;P05198;H0YJS4" "Eukaryotic translation initiation factor 2 subunit 1" "EIF2S1" 665869.858759859 601057.782753959 508017.543654785 637225.683791851 619058.704795901 636598.81660688 618745.139390034 632378.166944534 613239.262340648 619058.704795901 624346.294446245 602890.665940974 605454.017595288 607532.827144376 619058.704795901
5033 "P05204" "Non-histone chromosomal protein HMG-17" "HMGN2" 285918.233157922 220788.147385923 215450.569650278 175602.560052882 191768.898346182 251729.804581258 220603.265437097 188385.104518626 129774.269183325 191768.898346182 278691.831869327 170286.128125721 164986.905055383 173731.904592605 191768.898346182
5035 "P05362;K7EKL8;E7ESS4" "Intercellular adhesion molecule 1" "ICAM1" 135736.016548442 130176.373828899 235517.976613816 240840.631731475 166279.054712907 162477.60250936 157152.952924288 185821.698827629 199408.457403482 166279.054712907 137755.455615164 164171.714153337 189778.316565287 188173.145907685 166279.054712907
